20081216115611AABL5VF	Entertainment & Music;Music;Other - Music	Sapete scrivermi questa canzone?	nonla traduzione, ma le parole:   Great DJ - The Ting Tings   grazie in anticipo...
20090219204803AAD5lTt	Entertainment & Music;Polls & Surveys	Poll ? Are you a good bluff or a bad bluff?	N/A
20090219193921AApzup0	Entertainment & Music;Polls & Surveys	What percentage of men have bad Tempers?	Accurate info only please!      What is the psychology behind a bad temper?      For example: lack of confidence etc
20090219194133AA88cJV	Entertainment & Music;Polls & Surveys	Poll: Why can't some people......?	think of  interesting things to say to people when conversing? Its like they are either mentally lazy or to nervous to think.  Or is there other reasons ?      My bf cant think of stuff to say so instead he gets in a fight with me.
20090219202329AAEQraE	Entertainment & Music;Polls & Surveys	What is the most expensive thing stolen from you?	N/A
20090219203505AA9ICte	Entertainment & Music;Polls & Surveys	Poll: Shorts or Pants?	N/A
20090219203335AAZIwfM	Entertainment & Music;Polls & Surveys	Why must you always touch a wall that has a sign saying "Wet Paint"?	N/A
20090219200440AAh6plD	Entertainment & Music;Polls & Surveys	Answer this question...How could a easy game such as Simon Says be so difficult?	N/A
20090219204944AAKTCdO	Entertainment & Music;Polls & Surveys	What possible reason would a MILF have for not being able to sleep?	Seriously....wtf!!! I thought my insomnia was gone....
20090219200003AAfMCBs	Entertainment & Music;Polls & Surveys	Are you done playing the blame game yet?	N/A
20090219193923AA8KzfM	Entertainment & Music;Polls & Surveys	5.6 billion years tell present just imagine?	5.6 billion years sames like along time and it is but it came really fast because we wer not alive do you see where im going with this have you wver thought that
20090219192359AA934x9	Entertainment & Music;Polls & Surveys	Tell me a story!!!!! :D!?	Best story wins :D!
20090219201951AAFTwOX	Entertainment & Music;Polls & Surveys	Why do they call it "rat poison" when?	it works on everyone?
20090219205708AAA5qf9	Entertainment & Music;Polls & Surveys	Have you ever stopped to smell?	your own gaseous emissions?  You know you have, go ahead and admit it.
20090219204519AA1pGuq	Entertainment & Music;Polls & Surveys	When is the best time to wear a?	turtle neck sweater?
20090219204442AAKUOO1	Entertainment & Music;Polls & Surveys	Do you know what happens when you give a bird an?	antacid?
20090219182038AAWVO5m	Entertainment & Music;Polls & Surveys	Guys:  Which is sexier?	A. A willing woman in high heels and lingerie      B. A woman who says, when you walk through the door "Why are you home so early?  I thought you'd be at the pub with your mates.  Sit down and relax and I'll have your dinner ready in 5 minutes".
20090219184549AANKmiP	Entertainment & Music;Polls & Surveys	What little lies do you tell yourself?	e.g. my mother will look at her watch and declare "well it's 6pm in Tahiti, London, Brazil, wherever" before pouring a glass of wine at odd hours of the day.
20090219184715AAwubJx	Entertainment & Music;Polls & Surveys	Don't you think Lil Wayne whould change to country?	After hearing some of the songs like prom queen I think he would be a really good country singer
20090219194419AAdrokC	Entertainment & Music;Polls & Surveys	Survey -What would happen if a magical chicken licked the back of your knee?	Inspired by trying to lick the back of my knee and thinking of chickens.
20090219212614AAM5UAB	Entertainment & Music;Polls & Surveys	Poll: Traffic or Blow?	Which Drug movie do you like better?
20090219185429AAQLHwh	Entertainment & Music;Polls & Surveys	What is the meanest thing you have done to a telemarketer?	Once I went outside and held the phone up and yelled "NO THANK YOU" as loud as I could.  One time I put the phone down in the toilet and flushed it.  And my all time best was when I took the phone out to the garage and popped the hood and put it right next to the horn and honked the horn for about 5 seconds.
20090219202025AAKa2eQ	Entertainment & Music;Polls & Surveys	? ?POLL: have yu ever met anyone who DOESNT like\? BOB MARLeY?	*gasp* if yu have, well that sucks.....   POLL: favorite song from Bob Marley?      ^.^
20090219195348AAkj6rV	Entertainment & Music;Polls & Surveys	?? POLL: WHICH OF THESE ARE LIKELY TO BE TRUE??? (click here!!)???	TYPEWRITER is the longest word that can be made using the letters on only one row of the keyboard.      You are more likely to be killed by a champagne cork than by a poisonous spider.      The electric chair was invented by a dentist.         Your shoes smell like cheese      Y!A is more boring than ever because of the trolls.
20090219185622AAoYTwJ	Entertainment & Music;Polls & Surveys	Who stole the sun from your heart?	:/
20090219185026AASt81D	Entertainment & Music;Polls & Surveys	Do u only get what u give.......?	.. do you laugh til u cry?
20090219183332AAH1qHi	Entertainment & Music;Polls & Surveys	Poll: do u know how to take a bra/bikini top....?	off with one hand? i didnt think i did but i just went to scratch my back and it fell off... i thought this took skill not accident?
20090219192454AA1ZGxv	Entertainment & Music;Polls & Surveys	One of my favorite contacts dislikes all of my questions about tacos...?	...how can i help her overcome her dislike for tacos?
20090219192451AADfjVB	Entertainment & Music;Polls & Surveys	POLL: What colour iPod do you have?	I have a blue nano.   ?   Wbu?         Stars would be lovely hahahah xx
20090219184744AAAunoC	Entertainment & Music;Polls & Surveys	POLL: Whats your fave number?	Randommm!    I like, 2, 7, and 27 ?   haha    x
20090219201853AA53wgN	Entertainment & Music;Polls & Surveys	Have you ever had to call the Police due to something on Y!A?	I have not had any serious problems, just curious?
20090219192510AA4WuaX	Entertainment & Music;Polls & Surveys	Are you a long way from home...?	because you've been sitting here for hours!      *Pours another drink and looks atcha anyway*
20090219211332AAXJwiq	Entertainment & Music;Polls & Surveys	Would u get hot and sweaty with me......?	i need someone to exercise with me i don't like to do it alone
20090219205228AAaZits	Entertainment & Music;Polls & Surveys	Do you consider this normal in regards to the lady who owned the vicious chimp Travis ?	this is from a news clip off yahoo....      They took baths together and cuddled in the bed they shared.      WTHell! Who would bath and sleep with a chimp ? isn't that sick ?
20090219194216AAiL2v9	Entertainment & Music;Polls & Surveys	If people can't say they can't afford birth control...do they think having babies is cheaper ?	N/A
20090219195103AAdbJzf	Entertainment & Music;Polls & Surveys	Are you smarter than a preschooler and could you prove it ?	N/A
20090219200324AA2zLM2	Entertainment & Music;Polls & Surveys	When you color with crayons are you skilled at staying inside the lines ?	N/A
20090219202218AA4k8no	Entertainment & Music;Polls & Surveys	When I go to doc & tell him I can't stop asking Q's ..what will he think is wrong with me ?	N/A
20090219192432AAgO0yP	Entertainment & Music;Polls & Surveys	Have you ever been stuck in your own realm of idiocy?	N/A
20090219182122AAhPJ0S	Entertainment & Music;Polls & Surveys	Don't you just love the smell of brand new shoes?	N/A
20090219192324AALQ67w	Entertainment & Music;Polls & Surveys	Does coffee always taste better in the morning?	N/A
20090219193941AA4O52z	Entertainment & Music;Polls & Surveys	What's the last thing in your copy and paste?	Here is mine:   ▓▓▓   ???▓▓   ?????▓   ??????▓   ??????▓   ???????▓   ???????▓▓▓   ?▓▓▓▓▓▓???▓   ?▓????▓????▓   ▓??????▓?▓?▓   ▓??????▓???▓   ▓??▓???▓▓▓▓   ?▓????▓????▓   ??▓▓▓▓?????▓   ????????▓▓▓▓   ?????▓▓▓????▓   ????▓????????▓   ???▓?????????▓   ??▓???????????▓   ?▓?▓?????????▓   ?▓?▓▓▓▓▓▓▓▓▓▓   ?▓???????▓   ??▓?????▓
20090219181956AAGUAO5	Entertainment & Music;Polls & Surveys	When is your birthday?	=)
20090219185727AAVDKqE	Entertainment & Music;Polls & Surveys	Have you ever seen Children Of The Corn :o?	Just wondering cuz i just saw it :o
20090219185702AAHihOa	Entertainment & Music;Polls & Surveys	POLL: HEY Y/A I WANTED TO ASK U,CAN U FLY?	duhhh.....of course i can
20090219201533AA5j8np	Entertainment & Music;Polls & Surveys	Did you know that if I ask "Are you Skinny or Fat"...........?	...the people who answer "skinny" will get more thumbs down than those who answer "fat"?      As an experiment, are you skinny or fat?
20090219203158AA8X0hu	Entertainment & Music;Polls & Surveys	Are you less intimidated by ugly people?	Is it easier to strike up a conversation with an ugly person versus a more attractive person?
20090219205922AAyCb5U	Entertainment & Music;Polls & Surveys	What is the highest you can count to?	N/A
20090219204915AAFqnUd	Entertainment & Music;Polls & Surveys	Do you know something that I don't?	please tell me :P
20090219181832AAccbRv	Entertainment & Music;Polls & Surveys	Poll>The Complete Collected works of the Tubes or Dire Straits?	N/A
20090219184631AAkEv6z	Entertainment & Music;Polls & Surveys	Poll>The Complete Collected works of Reba McEntire or Chaka Khan?	N/A
20090219192816AAIEgrm	Entertainment & Music;Polls & Surveys	What is your favorite band?	one of mine is 3oh!3
20090219204144AAyqlWk	Entertainment & Music;Polls & Surveys	Which hairstyle looks better?	long and straight:    http://i450.photobucket.com/albums/qq224...       or curly: http://i450.photobucket.com/albums/qq224...       (my hair is naturally straight)
20090219194052AA4SDwJ	Entertainment & Music;Polls & Surveys	Who are bigger players, Men or Women?	Why?
20090219190105AAw9aJw	Entertainment & Music;Polls & Surveys	Do you like my screen name?	I changed it today from "bambam" to "I detest the troll" as you can see because I'm starting to have a deep hatred toward the trolls on YA! LOL.
20090219210915AAjSMWC	Entertainment & Music;Polls & Surveys	What would you say I am?	1-10    u don't have to be nice about it       http://s722.photobucket.com/albums/ww230...    action=view&current=IMG_0065.jpg       http://s722.photobucket.com/albums/ww230...        http://s722.photobucket.com/albums/ww230...       oh and i just turned 14
20090219192321AAc2T74	Entertainment & Music;Polls & Surveys	Have you ever drank a beer from a can and?	found a cigarette butt with your last swallow at the bottom of the can?
20090219210926AAcmDy2	Entertainment & Music;Polls & Surveys	How long does a cavity pain last..:{?!?!?	..I got mine filled and I'm still in pain ><      ?
20090219192517AA1950j	Entertainment & Music;Polls & Surveys	Whats your favorite thing to do?	N/A
20090219195017AAL6GSR	Entertainment & Music;Polls & Surveys	How come you never see a _____ person on the jetsons?	everyone know a _______ has no future
20090219190121AAiG6qb	Entertainment & Music;Polls & Surveys	Have you ever been to jail?	if you have, what was it for?      i've never been to jail, but been in the back of a few cops cars XD
20090219185820AAHDba3	Entertainment & Music;Polls & Surveys	What is the level of understanding you share with your girlfriend?	N/A
20090219193938AAPlh9c	Entertainment & Music;Polls & Surveys	Why do people hate the word hella?	I think it's a great word because it has multiple uses and sounds nice. People on here say they hate it though so why.      where I live everyone uses it or its less offensive version, Hecka.
20090219195827AAISurc	Entertainment & Music;Polls & Surveys	POLL: Do you take your life seriously? Explain why even if no?	N/A
20090219192617AAJO9Ik	Entertainment & Music;Music;Other - Music	What do you think is the best music video ever?	I like a lot of music videos. But I really like Bjork's Army of Me. It's just so fun to watch, lol:        http://www.youtube.com/watch?v=3biZkA-TN... 
