20090306090811AASC6YB	Entertainment & Music;Music;Lyrics	Songs You Can Get Angry At?	Need One So Bad
20090306165307AA4CdOS	Entertainment & Music;Polls & Surveys	Poll:Americans do you know?	Okay americans do you?      1)know the lyrics to oh canada (national anthem of canada)- because most canadians know the american national anthem      2)Who was the first prime minister of canada      3)did you know that americans spell words different like organize is organise and surprize is surprise      4)do you like canadians (be honest)      5)do you think that its really cold and we all live in igloos (because its pretty much exsactly the same as america)      6)Do you think we all have accents and say eh?   (I dont have an accent but i do say eh alot)
20090306165857AAlsXjQ	Entertainment & Music;Polls & Surveys	What is the most embarrassing picture your parents have of you doing something weird when you were small.?	N/A
20090306165758AAYT6rU	Entertainment & Music;Polls & Surveys	Please finish:Will work for_________________?	N/A
20090306170651AAwL4xN	Entertainment & Music;Jokes & Riddles	How do you get out of a room...?	how do you get out of a room that has no doors, no windows, and you can't dig your way out, and it has a ceiling.   all you have in the room is a mirror and a table.   How do you get out?
20090306165427AAsQ3mR	Entertainment & Music;Polls & Surveys	Are these cutie........?	i'm going shopping this weekend so i was wondering if i should get these shoes..??    http://www.journeys.com/catalog_detail.a...    are they cute..??/
20090306165635AAOT3YF	Entertainment & Music;Polls & Surveys	What is the grosses thing you have ever ate?	Stars are welcome :)
20090306170552AAPJ0z3	Entertainment & Music;Music;Rock and Pop	Most bad-*** female metal musicians?	Who, in your opinion, is the most bad-*** female metal singer? How about guitarist/bassist? Drummer? Keyboardist?
20090306165254AAOMnuv	Entertainment & Music;Polls & Surveys	Poll: How many of you think that this boy sounds like a girl?	 http://www.youtube.com/watch?v=kdDF9wpND...    at the end his laugh sounds like a girl..
20090306163633AAOmXNN	Entertainment & Music;Polls & Surveys	Do u like da jonas brothers?	y or y not?
20090306165509AApIUqr	Entertainment & Music;Movies	If u got to pick wat movie would u b in?	i would probably pick twilight.............
20090306170515AATqX01	Entertainment & Music;Celebrities	Why do ppl hate miley cyrus ?!!!?	N/A
20090306170106AAlCEFd	Entertainment & Music;Polls & Surveys	Which of the following things did you do as a child?	Really no point to this.... just for fun!            1. Refused to take a bath   2. Opened the door with your shirt (afraid of germs)   3.Threw a temper-tantrum so bad that you were kicked out of the store.   4.Ate something poisonous   5. Stuck beads up your nose   6. Ate an entire tube of chapstick   7. Copied EVERYTHING your parent/brother/sister or relative did.   8.Watched Barney or Blues Clues tapes OVER and OVER again (sometimes 14 times in the same day).   9. Sung "I'm a Barbie Girl" by Aqua a million times.   10. Played with gigapets.   11. Broke a limb.   12. Cried on your first day of preschool/kindergarten   13. Faked sick to get out of school    14.Played hopscotch   15. Played "patty-cake"   16. Had an imaginary friend.   17- ALL OF THE ABOVE   18-Other (Explain)
20090306165101AA7aGPq	Entertainment & Music;Polls & Surveys	Has this ever happened to you?	All the guys I've ever liked (in the past year) have four letters to their name.  So do I.  Is this just coincidence? Has it ever happened to you?  Or do most people just have four letter names?
20090306163756AAfqFhd	Entertainment & Music;Polls & Surveys	Poll: Can anyone side with Chris Brown now that the facts are out?	A few weeks back, a lot of people were saying Rihanna "asked" for a beating.   I thought that was terrible then, but it would be even worse now. Now we know that this (6'2" 195 lb.) guy bit her, choked her nearly unconscious, and beat her to the point that both she and the car were splattered with blood.      Does anyone think Chris Brown had a right to do this?
20090306170533AAQhHmR	Entertainment & Music;Polls & Surveys	Russian roulette ain't the same without a gun?	N/A
20090306170020AAqLBSd	Entertainment & Music;Music;Other - Music	Good new-ish piano songs?	i want some good songs to sing and play on the piano or guitar, but i want the songs to have meaning. i dont want them to be fully happy songs either.   thankss.
20090306163715AAjO8YF	Entertainment & Music;Polls & Surveys	Whats your Favorite thing to do when your alone.?	N/A
20090306165953AAS5qgR	Entertainment & Music;Celebrities	Did Chris lose his damn mind?	I mean i am a fan of his but after reading Rihanna's report idk about that. But since im not the type to judge then I will just contiue to wait but anybody else think he lost his entire mind or something like the women on snapped. That report made me want to throw up and then she is back with him.Something aint adding up b/c i know if someone threatened my life i would be gone in a flash. Either she is not in fear of her life or her "love" for him is just so damn overwhelming she does not care.
20090306170705AA34yS5	Entertainment & Music;Polls & Surveys	What pets do you have, and what are their names?	I have:      - A budgerigar called Tommy.   - 6 coldwater fish: 5 minnows (collectively called Los Minutos!) and a fantail goldfish called Fanta.   - A guinea pig called Henry.
20090306163853AAys1mu	Entertainment & Music;Polls & Surveys	POLL:★☆What is/was your FAV Board GAme...☆★?	N/A
20090306165040AAyC6Eh	Entertainment & Music;Celebrities	OK fellas , a beauty with an A cup , or a munter with DDs ?	N/A
20090306170047AAtI4S9	Entertainment & Music;Music;Lyrics	WHAT'S THE NAME OF THIS SONG?? IT'S DRIVING ME CRAZY!!?	It has the words eclipse and relationships in it.      It sounds kinda like corrinne bailey rae..      it's r and b.      I think part of it goes:   "Something something my eclipse   Don't like serious relationships"      buh-uh-BUM, buh-uhBUM      HELP ME!!! what could it be!?!?!?!
20090306164328AAkug4T	Entertainment & Music;Movies	Where can I watch Fired Up!?	Kay, yea where can I watch the full movie, Fired Up! I know people says it sucks, but I love cheer movies (;       Soo. Yeuup.
20090306170345AAohSoY	Entertainment & Music;Polls & Surveys	Ur               an....?	enn three are dee. wut wut?
20090306165009AAgQqXx	Entertainment & Music;Television;Soap Operas	Does the-n.com post the new episodes of shows the same night they come on t.v?	I wanted to know if the-n.com posts the new episodes of Degrassi the same night it comes on the t.v?      If not how long does it take till they post it?
20090306170434AADMoF0	Entertainment & Music;Polls & Surveys	I'm waiting for my batteries to charge...what should I do meanwhile?	My digital camera batteries are charging, what should i do in the meantime?? lol Im superdy duperdy bored!! LMAO
20090306165819AAQZaxS	Entertainment & Music;Movies	High school musical 3?	what was your favorite part of high school musical 3    mine i have to say when troy came out of the dressing room with a tux on just the way he moved at that time wow.
20090306165115AA81GEL	Entertainment & Music;Polls & Surveys	Is Mother fighting with the tv again?	N/A
20090306170216AAJjPrn	Entertainment & Music;Music;Other - Music	Do you agree Kurt Cobain just basically "ripped off" the Pixies on Nirvana's Nevermind album?	Cobain said he did.  What do you think?
20090306163525AAxcJwx	Entertainment & Music;Jokes & Riddles	Is there anything more frightening than a Panda on a mission?	N/A
20090306170450AAn670j	Entertainment & Music;Polls & Surveys	Do you know any pontifical nincompoops?	N/A
20090306165707AAWS96y	Entertainment & Music;Polls & Surveys	Why is it that (20 puppets)?	people(women) say that "Dirty Dancing" is one of the greatest movies eeever and oh so romantic and bla bla bla ?       am i the only (girl) one that thinks that there's nothing special about it?
20090306165606AAyrplW	Entertainment & Music;Movies	Name of a thriller about a website?	I saw a trailer for this thriller movie about a website and when people go on it they can be tracked down and killed or something, but I can't remember the name of it.   I can't think of the name and it's really annoying me, because I really want to see it and I remember thinking it looked really good.   There's a bit in the trailer when a little girl is on the computer and goes "Mummy, why's our house on the computer?"
20090306164103AApxfYo	Entertainment & Music;Music;Lyrics	LYRICS...?? LIL WAYNE..?	ok so i herd this song by lil wayne and i dont kno wat it is.. ok so its like slow...not like wat he normaly do .. its kinda like slow like onether song called see u in my nighmares...i kno there is another song with the same lyrics by lil wayne .. but thats not it cause its like the hip hop crap .. i want the slow song   ok so it goes like ..*** isnt anybody gonna come for me...***      SORRY I ONLY KNOW LIKE ONE SENTENCE BUT ..... I JUST LOVE THIS SONG AND I GOT TO KNO WAT IT IS.....
20090306163217AA2QP3F	Entertainment & Music;Polls & Surveys	What is the best thing that happened with you today ?	N/A
20090306163518AAc0hAo	Entertainment & Music;Celebrities	The whole Rhianna/Brown incident opens up some old wounds for me?	I know what its like first hand & the moment I heard of it.  I said to myself 3-4wks tops and she will be back with him.  I don't know him personally and I already know his type.  He's sweet, caring, supportive,  a cuddler even.  Then there's a flip that switches as soon as u trust him completely,  then he smashes u down to size so u now ur place.  There was so many things he would do to me, he would tell me he would tell me he would kill my family, then he would tell me to leave, then I would walk to the door and he would say where do u think ur going.  I would scream from frustration and he would cover my mouth and my nose so I couldn't breathe.  He knew that UFC stuff, u know when they're on the ground & can hold u there by twisting ur limbs.  After it was over he would want to talk b/c he felt bad but I was so far away- my eyes were blank.  I couldn't speak, but he wanted to talk so that I could realize what I had done wrong & admit my blame.        That silly girl Rhianna is apparently saying she is partially to blame, she just young.  No matter what she allegedly said or did there's no justification -he an abuser & that wont change.  My ex never hit me in may face so that others could see, but he did so many other things I cant even explain -choking being one of them.  I hope she smartens up and presses charges.
20090306165528AANaisM	Entertainment & Music;Polls & Surveys	When you were seventeen?	When you were seventeen, did you have a constant flow of alcohol? Was it abnormal to have 2 handles of vodka under your bed at all times & all your friends did too? I want to know if that is abnormal behavior?
20090306163557AA8mErd	Entertainment & Music;Television;Other - Television	Will anyone ever challenge Ken Jennings' records on Jeopardy?	N/A
20090306164601AAkQeLm	Entertainment & Music;Music;Other - Music	Phone number in song 'Kiss me thru the phone' by soulja boy?	the number is 6789998212.   and i read that it is soulja boy's number. is that true? wouldn't a bunch of people call him? i got a phone call from this number. please inform me
20090306170721AArXRsK	Entertainment & Music;Celebrities	Where can I find the list of Grammys that the album Thriller [By Michael Jackson] won?	I am doing a report on Thriller's success, and I am looking for the list of grammys it won in....i think....1983
20090306163156AA73e9a	Entertainment & Music;Polls & Surveys	What Is Your Favorite Spelling Of The Name Caitlin?	Well my name is Caitlin and there are so many different spellings for it so which is your favorite?
